date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:44:20	34243/34243	---M--	200	added ('OK')	text/html	etag:%2285c3-5736c4521436f%22	http://innovationplans.com/idesign/buka/main.html	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/main.html	(from )
19:44:20	0/0	---M--	200	added ('OK')	text/plain	date:Wed,%2021%20Sep%202022%2014:14:20%20GMT	http://innovationplans.com/robots.txt		(from )
19:44:20	318/318	---M--	200	added ('OK')	image/x-icon	etag:%2213e-5736c4b3d6dd8%22	http://innovationplans.com/idesign/buka/img/favicon.ico	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/favicon.ico	(from http://innovationplans.com/idesign/buka/main.html)
19:44:22	960/960	---MC-	200	added ('OK')	text/css	date:Wed,%2021%20Sep%202022%2014:14:22%20GMT	https://fonts.googleapis.com/css?family=Rubik:300,400,500,700,900	/home/vardhan/websites/portfolio/fonts.googleapis.com/css6043.css	(from http://innovationplans.com/idesign/buka/main.html)
19:44:22	1074/1074	---M--	200	added ('OK')	text/css	etag:%22432-5736c4522451a%22	http://innovationplans.com/idesign/buka/css/plugins.css	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/css/plugins.css	(from http://innovationplans.com/idesign/buka/main.html)
19:44:23	20347/20347	---M--	200	added ('OK')	text/css	etag:%224f7b-5736c4536abc5%22	http://innovationplans.com/idesign/buka/css/style.css	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/css/style.css	(from http://innovationplans.com/idesign/buka/main.html)
19:44:24	1591/1591	---M--	200	added ('OK')	image/png	etag:%22637-5736c4ba5d057%22	http://innovationplans.com/idesign/buka/img/logo-light.png	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/logo-light.png	(from http://innovationplans.com/idesign/buka/main.html)
19:44:32	6328/6328	---M--	200	added ('OK')	image/jpeg	etag:%2218b8-5736c52c25f0b%22	http://innovationplans.com/idesign/buka/img/portfolio/2.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/portfolio/2.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:44:33	20142/20142	---M--	200	added ('OK')	image/jpeg	etag:%224eae-5736c52c97b71%22	http://innovationplans.com/idesign/buka/img/portfolio/1.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/portfolio/1.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:44:39	31231/31231	---M--	200	added ('OK')	image/jpeg	etag:%2279ff-5736c52f68a98%22	http://innovationplans.com/idesign/buka/img/portfolio/3.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/portfolio/3.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:44:44	48617/48617	---M--	200	added ('OK')	image/jpeg	etag:%22bde9-5736c52f22d27%22	http://innovationplans.com/idesign/buka/img/portfolio/4.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/portfolio/4.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:44:45	101772/101772	---M--	200	added ('OK')	image/jpeg	etag:%2218d8c-5736c49637eaf%22	http://innovationplans.com/idesign/buka/img/1.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/1.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:44:46	27831/27831	---M--	200	added ('OK')	image/jpeg	etag:%226cb7-5736c53124fda%22	http://innovationplans.com/idesign/buka/img/portfolio/5.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/portfolio/5.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:44:48	15567/15567	---M--	200	added ('OK')	image/jpeg	etag:%223ccf-5736c531057cb%22	http://innovationplans.com/idesign/buka/img/portfolio/6.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/portfolio/6.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:44:59	233080/233080	---M--	200	added ('OK')	image/jpeg	etag:%2238e78-5736c4b7f9b12%22	http://innovationplans.com/idesign/buka/img/hero.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/hero.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:45:00	49197/49197	---M--	200	added ('OK')	image/jpeg	etag:%22c02d-5736c4fd9fa23%22	http://innovationplans.com/idesign/buka/img/blog/1.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/blog/1.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:45:11	102505/102505	---M--	200	added ('OK')	image/jpeg	etag:%2219069-5736c50233bdf%22	http://innovationplans.com/idesign/buka/img/blog/2.jpg	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/img/blog/2.jpg	(from http://innovationplans.com/idesign/buka/main.html)
19:45:14	86341/86341	---M--	200	added ('OK')	application/x-javascript	etag:%2215145-5736c4cef5320%22	http://innovationplans.com/idesign/buka/js/jquery-3.0.0.min.js	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/js/jquery-3.0.0.min.js	(from http://innovationplans.com/idesign/buka/main.html)
19:45:16	7083/7083	---M--	200	added ('OK')	application/x-javascript	etag:%221bab-5736c4d349178%22	http://innovationplans.com/idesign/buka/js/jquery-migrate-3.0.0.min.js	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/js/jquery-migrate-3.0.0.min.js	(from http://innovationplans.com/idesign/buka/main.html)
19:45:18	19188/19188	---M--	200	added ('OK')	application/x-javascript	etag:%224af4-5736c4daec2d0%22	http://innovationplans.com/idesign/buka/js/popper.min.js	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/js/popper.min.js	(from http://innovationplans.com/idesign/buka/main.html)
19:45:20	48944/48944	---M--	200	added ('OK')	application/x-javascript	etag:%22bf30-5736c4c9e0704%22	http://innovationplans.com/idesign/buka/js/bootstrap.min.js	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/js/bootstrap.min.js	(from http://innovationplans.com/idesign/buka/main.html)
19:45:22	5532/5532	---M--	200	added ('OK')	application/x-javascript	etag:%22159c-5736c4c7e9c06%22	http://innovationplans.com/idesign/buka/js/animated.headline.js	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/js/animated.headline.js	(from http://innovationplans.com/idesign/buka/main.html)
19:45:24	1418/1418	---M--	200	added ('OK')	application/x-javascript	etag:%2258a-5736c4dbffccf%22	http://innovationplans.com/idesign/buka/js/scrollIt.min.js	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/js/scrollIt.min.js	(from http://innovationplans.com/idesign/buka/main.html)
19:45:26	9028/9028	---M--	200	added ('OK')	application/x-javascript	etag:%222344-5736c4d7a4937%22	http://innovationplans.com/idesign/buka/js/jquery.waypoints.min.js	/home/vardhan/websites/portfolio/innovationplans.com/idesign/buka/js/jquery.waypoints.min.js	(from http://innovationplans.com/idesign/buka/main.html)
